#####################################################################
# Alchemist log file - simulation started at: 2018-04-25T22:56+0000 #
#####################################################################
# random = 64.0
#
# The columns have the following meaning: 
# time n_procs_run[Sum] n_procs_run[Mean] msg_sent_spawn[Sum] msg_received_spawn[Sum] cumulative_time_spawn[Sum] bandwidth_spawn[Sum] bandwidth_spawn[Mean] n_active_msgs[Sum] n_active_msgs[Mean] msg_sent_nospawn[Sum] msg_received_nospawn[Sum] cumulative_time_nospawn[Sum] n_rounds_nospawn[Sum] n_rounds_nospawn[Mean] bandwidth_nospawn[Sum] bandwidth_nospawn[Mean] 
0.0 NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0055162192264697 63.0 0.06300000000000004 1.0 0.0 0.0 0.0 0.0 1.0 9.999999999999992E-4 1.0 0.0 0.0 1126.0 1.1260000000000003 1.0 9.999999999999992E-4 
2.0009775617843917 142.0 0.14200000000000015 3.0 0.0 0.0 0.0 0.0 58.0 0.058000000000000065 3.0 0.0 0.0 2118.0 2.118 4744.0 4.743999999999991 
3.0003247118258787 375.0 0.375 5.0 1.0 0.2781055473694054 1.0 9.999999999999992E-4 248.0 0.24800000000000016 5.0 0.0 0.0 3178.0 3.1779999999999995 25624.0 25.62399999999998 
4.0001577430009485 535.0 0.5349999999999999 6.0 1.0 0.2781055473694054 9.0 0.009000000000000062 720.0 0.7200000000000001 6.0 1.0 1.6889270907949663 4238.0 4.238 85863.0 85.863 
5.000876994234878 679.0 0.6789999999999998 7.0 1.0 0.2781055473694054 26.0 0.02600000000000015 1603.0 1.6030000000000002 7.0 2.0 6.280673001143857 5274.0 5.273999999999999 224344.0 224.34399999999997 
6.002044537630667 1092.0 1.092 9.0 2.0 0.5205054001845277 71.0 0.07100000000000008 2471.0 2.471 9.0 2.0 6.280673001143857 6336.0 6.336000000000001 458004.0 458.0040000000001 
7.000542369026471 1462.0 1.4619999999999995 12.0 2.0 0.5205054001845277 181.0 0.18100000000000008 3628.0 3.628 12.0 4.0 12.649996852705867 7394.0 7.394000000000001 817661.0 817.661 
8.000276084352143 1905.0 1.9049999999999991 13.0 2.0 0.5205054001845277 292.0 0.291999999999999 4648.0 4.648000000000001 13.0 6.0 23.355196638832073 8435.0 8.434999999999999 1298737.0 1298.7369999999999 
9.002852883164344 2687.0 2.687000000000001 14.0 4.0 15.985572357311835 437.0 0.4370000000000011 5737.0 5.737 14.0 7.0 29.328055216859127 9510.0 9.51 1930112.0 1930.1119999999999 
10.000302020828952 3227.0 3.2270000000000003 15.0 6.0 18.897013019185206 602.0 0.6020000000000004 6515.0 6.515 15.0 8.0 34.51224993524124 10548.0 10.547999999999998 2651519.0 2651.519 
11.000621967303008 3589.0 3.5890000000000013 16.0 8.0 32.259251817918944 815.0 0.8150000000000017 7304.0 7.3039999999999985 16.0 9.0 35.693273303865276 11596.0 11.595999999999997 3460996.0 3460.9960000000005 
12.001160615793124 3986.0 3.986 18.0 8.0 32.259251817918944 1033.0 1.0330000000000006 7642.0 7.642 18.0 10.0 40.23960853755259 12665.0 12.665000000000003 4320635.0 4320.634999999999 
13.000334793509277 4327.0 4.327000000000002 19.0 9.0 39.51475843897387 1272.0 1.2719999999999996 7800.0 7.8 19.0 12.0 53.611422294969806 13715.0 13.714999999999996 5201424.0 5201.424000000001 
14.000154296684498 4911.0 4.910999999999999 20.0 10.0 39.9357634503576 1579.0 1.5790000000000004 7821.0 7.8210000000000015 20.0 14.0 66.7855128605714 14767.0 14.767000000000003 6149618.0 6149.6179999999995 
15.00308770038451 5300.0 5.300000000000001 21.0 12.0 50.36628023628015 1920.0 1.9200000000000028 7723.0 7.723000000000001 21.0 17.0 74.29782175349106 15837.0 15.836999999999998 7159497.0 7159.497 
16.000034205842578 5820.0 5.82 23.0 14.0 56.12327088333922 2287.0 2.2869999999999973 7694.0 7.693999999999999 23.0 19.0 83.9290537834086 16890.0 16.890000000000004 8193870.0 8193.869999999999 
17.000320876309278 6375.0 6.375 23.0 17.0 75.27078193574103 2653.0 2.653000000000002 7438.0 7.438 23.0 21.0 91.97586440396498 17953.0 17.952999999999996 9209372.0 9209.372 
18.00008829643392 6565.0 6.565 27.0 18.0 79.61802429674678 3082.0 3.082000000000006 6431.0 6.431 27.0 21.0 91.97586440396498 19007.0 19.006999999999998 1.0165088E7 10165.087999999998 
19.003175987889403 6944.0 6.943999999999999 27.0 21.0 91.09805196758835 3501.0 3.501000000000004 5330.0 5.330000000000001 27.0 22.0 94.47115655812476 20068.0 20.067999999999998 1.1086387E7 11086.386999999999 
20.000461092784974 7168.0 7.168 28.0 23.0 103.48163197741941 3957.0 3.9570000000000056 4983.0 4.983000000000001 28.0 23.0 96.71833667073594 21130.0 21.130000000000003 1.1972757E7 11972.757000000001 
21.000242216112014 7155.0 7.154999999999999 28.0 26.0 127.05026381110333 4396.0 4.395999999999996 5096.0 5.095999999999997 28.0 24.0 102.39976838727482 22197.0 22.196999999999996 1.282046E7 12820.460000000001 
22.000701618939242 7088.0 7.088000000000001 29.0 27.0 146.6067074954696 4801.0 4.801000000000007 5242.0 5.242000000000002 29.0 26.0 109.64841423602806 23253.0 23.253000000000007 1.3620704E7 13620.704000000002 
23.00091336669901 7019.0 7.018999999999999 30.0 27.0 146.6067074954696 5181.0 5.181000000000004 5247.0 5.247 30.0 27.0 114.51222945195818 24307.0 24.307000000000002 1.4375941E7 14375.941 
24.002806661878136 6690.0 6.690000000000001 31.0 29.0 149.96119486172572 5560.0 5.560000000000005 4946.0 4.9460000000000015 31.0 27.0 114.51222945195818 25392.0 25.392000000000003 1.5104148E7 15104.148 
25.001964959783106 6600.0 6.6 31.0 29.0 149.96119486172572 5909.0 5.909000000000006 4459.0 4.459 31.0 28.0 116.89438690654052 26443.0 26.442999999999998 1.5772898E7 15772.898 
26.002310068979984 6202.0 6.202000000000002 31.0 30.0 155.76862686072195 6246.0 6.246000000000012 4163.0 4.163 31.0 29.0 121.52580989965713 27488.0 27.488 1.6410466E7 16410.466 
27.00032277046289 5692.0 5.691999999999998 32.0 31.0 158.6557251412005 6571.0 6.570999999999983 4044.0 4.044 32.0 31.0 131.6612824565456 28551.0 28.551000000000005 1.701362E7 17013.620000000003 
28.000881933141223 5522.0 5.521999999999999 33.0 33.0 159.87075932294647 6872.0 6.872000000000003 3778.0 3.778000000000001 33.0 31.0 131.6612824565456 29594.0 29.594000000000005 1.7551159E7 17551.159 
29.000292485924376 5276.0 5.276000000000002 34.0 33.0 159.87075932294647 7161.0 7.161000000000012 3485.0 3.4850000000000003 34.0 32.0 133.80308370749762 30679.0 30.679000000000002 1.8049737E7 18049.737 
30.001411144731534 4999.0 4.999000000000001 35.0 33.0 159.87075932294647 7458.0 7.457999999999999 3232.0 3.2320000000000007 35.0 33.0 135.19998193585855 31744.0 31.743999999999993 1.8509274E7 18509.273999999998 
31.000508579175765 4777.0 4.776999999999999 35.0 33.0 159.87075932294647 7679.0 7.679000000000018 2922.0 2.922000000000002 35.0 33.0 135.19998193585855 32802.0 32.802 1.8971891E7 18971.890999999996 
32.00195803320159 4407.0 4.407000000000001 35.0 33.0 159.87075932294647 7897.0 7.896999999999989 2433.0 2.433 35.0 33.0 135.19998193585855 33848.0 33.84799999999999 1.9435057E7 19435.057 
33.0004636631825 4154.0 4.154000000000001 36.0 33.0 159.87075932294647 8088.0 8.088000000000005 2194.0 2.1940000000000004 36.0 33.0 135.19998193585855 34872.0 34.87199999999999 1.9858936E7 19858.936 
34.001099772388606 3890.0 3.8899999999999997 37.0 35.0 164.06355470953508 8294.0 8.294000000000013 2067.0 2.067 37.0 34.0 138.48100466843363 35966.0 35.965999999999994 2.0233653E7 20233.653000000002 
35.00074014329551 3679.0 3.6789999999999994 37.0 36.0 169.44145364200904 8465.0 8.464999999999996 2049.0 2.0490000000000004 37.0 35.0 140.6302692081931 37012.0 37.012 2.0564294E7 20564.294 
36.00154565214222 3501.0 3.5010000000000003 37.0 36.0 169.44145364200904 8630.0 8.630000000000004 2081.0 2.0810000000000004 37.0 36.0 147.3874332950296 38062.0 38.06199999999999 2.0891246E7 20891.246 
37.00156069964668 2965.0 2.9649999999999994 37.0 36.0 169.44145364200904 8781.0 8.781000000000017 2008.0 2.0080000000000005 37.0 36.0 147.3874332950296 39156.0 39.15599999999999 2.1211469E7 21211.469 
38.00303838709175 2732.0 2.7320000000000007 39.0 37.0 173.1139437725442 8934.0 8.934000000000005 2002.0 2.0020000000000002 39.0 37.0 151.05992342556476 40217.0 40.21700000000001 2.151144E7 21511.44 
39.000185293817815 2668.0 2.6680000000000006 39.0 37.0 173.1139437725442 9067.0 9.066999999999993 1886.0 1.8860000000000001 39.0 37.0 151.05992342556476 41266.0 41.266 2.1769263E7 21769.262999999995 
40.000986117398035 2608.0 2.608 41.0 37.0 173.1139437725442 9199.0 9.199000000000014 1705.0 1.7050000000000007 41.0 37.0 151.05992342556476 42317.0 42.31699999999999 2.202279E7 22022.789999999997 
41.000400811857986 2776.0 2.776000000000001 41.0 39.0 176.60421749262608 9331.0 9.330999999999987 1506.0 1.5059999999999998 41.0 37.0 151.05992342556476 43380.0 43.38000000000001 2.2287853E7 22287.853 
42.00085591284694 2943.0 2.9430000000000005 42.0 39.0 176.60421749262608 9489.0 9.488999999999994 1594.0 1.5939999999999999 42.0 37.0 151.05992342556476 44415.0 44.41499999999999 2.2568671E7 22568.671 
43.000089280596065 3003.0 3.003 43.0 41.0 183.9812135272666 9657.0 9.65699999999999 2340.0 2.34 43.0 39.0 158.8470445932897 45493.0 45.49300000000001 2.2871096E7 22871.095999999998 
