#####################################################################
# Alchemist log file - simulation started at: 2018-04-26T23:26+0000 #
#####################################################################
# random = 97.0
#
# The columns have the following meaning: 
# time gossip_naive_val[Mean] gossip_replicated_val[Mean] gossip_gc_val[Mean] gossip_opt_val[Mean] gossip_true_val[Mean] gossip_naive_err[Mean] gossip_replicated_err[Mean] gossip_gc_err[Mean] gossip_naive_true_err[Mean] gossip_gc_true_err[Mean] gossip_replicated_true_err[Mean] oracle_true_err[Mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 
5.000219796027967 0.0014563331203256383 0.0014563331203256383 3.585831301820464E-4 0.0014563331203256383 1.0 0.0 0.0 1.284515084881399E-6 0.997089454665506 0.9992830417815411 0.997089454665506 0.997089454665506 
10.001472897060435 0.0016485622080061894 0.0016485622080061894 4.858971190174248E-4 0.0016944041951868763 1.0 3.3094295884634076E-9 3.3094295884634076E-9 1.6127695816634476E-6 0.9967055945492831 0.999028594138204 0.9967055945492831 0.996614062615203 
15.000556372104871 0.0018237983086066543 0.0018237983086066543 5.596589848363729E-4 0.0018492093792707226 1.0 1.0168858461327167E-9 1.0168858461327167E-9 1.8972026210074112E-6 0.9963557299942205 0.9988812295109077 0.9963557299942205 0.996305000816787 
20.001472897060435 0.0020342432255485493 0.0020342432255485493 6.300225000225289E-4 0.002062417682814878 1.0 1.2500788066963616E-9 1.2500788066963616E-9 2.3495614735844496E-6 0.9959356521506824 0.9987406497338194 0.9959356521506824 0.9958794182010686 
25.0013847673272 0.002409733611642227 0.002409733611642227 7.111574961311716E-4 0.002409733611642227 1.0 0.0 0.0 3.2687307391127002E-6 0.9951863395927947 0.9985785743226409 0.9951863395927947 0.9951863395927947 
30.001472897060435 0.002795261618646175 0.002795261618646175 7.656307413461994E-4 0.002958951758648744 1.0 3.413307252746593E-8 3.413307252746593E-8 5.3550176081753366E-6 0.9944172951679957 0.9984698656484791 0.9944172951679957 0.9940908552599956 
35.00147289706044 0.003954855783591575 0.003954855783591575 9.343955272133993E-4 0.004128711488479417 1.0 1.0075268707349484E-7 1.0075268707349484E-7 1.1185077591039451E-5 0.9921059293170859 0.9981329863259293 0.9921059293170859 0.9917596938084772 
40.000878308371135 0.006107528608792227 0.006107528608792227 0.0012620496038832872 0.006707696488732411 1.0 7.127505294151757E-7 7.127505294151757E-7 3.15526626170569E-5 0.9878226788647029 0.9974793303766825 0.9878226788647029 0.9866296787182773 
45.000290633393966 0.009232212952808332 0.009232212952808332 0.0019301208851858105 0.009254991931692306 1.0 1.2972046974913239E-8 1.2972046974913239E-8 5.995446074624764E-5 0.9816208203035545 0.9961497843211582 0.9816208203035545 0.9815756710122711 
50.00147289706044 0.012028865136048675 0.012028865136048675 0.0035364249288750917 0.012156077260692033 1.0 2.0228655820346528E-7 2.0228655820346528E-7 8.953457686393704E-5 0.9760871494279976 0.99295489261407 0.9760871494279976 0.9758356156929839 
55.000953523447485 0.01761022244194691 0.01761022244194691 0.004916012537133609 0.017889852858497052 1.0 7.446968558095738E-7 7.446968558095738E-7 1.9170177725509873E-4 0.9650903415542469 0.990215523349569 0.9650903415542469 0.9645403411183044 
60.00147289706044 0.03364013345833452 0.03364013345833452 0.007360314358107949 0.03607505589633889 1.0 1.4834836616004822E-5 1.4834836616004822E-5 8.590337570921934E-4 0.9338602237826232 0.9853665152588018 0.9338602237826232 0.9291529544086339 
65.00147289706044 0.04943146806194642 0.04943146806194642 0.011691542778662177 0.052155786640465995 1.0 1.116076949964948E-5 1.116076949964948E-5 0.0017376986654736044 0.9035842727686487 0.976853950249387 0.9035842727686487 0.8984086527991537 
70.00136854305072 0.06560124499197986 0.06560124499197986 0.022398435807386617 0.06702818118061152 1.0 4.834852695101961E-6 4.834852695101961E-6 0.0022735590267163657 0.8731032345728823 0.9559843611363253 0.8731032345728823 0.8704365528857803 
75.0007705654851 0.06734355992202545 0.06734355992202545 0.046850208783977845 0.05774013816874885 1.0 9.881836457410578E-5 9.881836457410578E-5 6.42328989303957E-4 0.8698480352189205 0.9090019433940918 0.8698480352189205 0.8878602398734513 
80.00147289706044 0.06734355992202545 0.06734355992202545 0.058542557063248436 0.03556812554464782 1.0 0.0010221305702130012 0.0010221305702130012 8.099909624772233E-4 0.8698480352189205 0.8866135352431452 0.8698480352189205 0.9301412928058062 
85.00147289706044 0.06734355992202545 0.06734355992202545 0.05666627374640872 0.05072334538544835 1.0 2.7963337199967965E-4 2.7963337199967965E-4 2.6138593905990025E-4 0.8698480352189205 0.8900977856960566 0.8698480352189205 0.9011295688369526 
90.00088070290833 0.0691815892886472 0.0691815892886472 0.05140160347042562 0.07014794469965109 1.0 1.729338482178683E-6 1.729338482178683E-6 5.527860668159598E-4 0.8664237092149104 0.900040278655813 0.8664237092149104 0.8646248447462831 
95.00147289706044 0.07014794469965109 0.07014794469965109 0.05259799457519103 0.05277460503446203 1.0 3.0559814782712264E-4 3.0559814782712264E-4 2.6812412680584974E-4 0.8646248447462831 0.8978360263073688 0.8646248447462831 0.8972397140843246 
100.00143996055603 0.06980558548115602 0.06980558548115602 0.05116890072552271 0.031748598685658144 1.0 0.0014736827492603428 0.0014736827492603428 5.989478691849058E-4 0.8652849735591182 0.9005055298361407 0.8652849735591182 0.9375123272499393 
105.00099178984557 0.06980512192764997 0.06980512192764997 0.038615190210271697 0.022357535272001433 1.0 0.002275192728086727 0.002275192728086727 4.582087510476446E-4 0.8652858991551816 0.9244533923627174 0.8652858991551816 0.9557856235076889 
110.00147289706044 0.06980393682801152 0.06980393682801152 0.025845147382455164 0.04900373697693548 1.0 4.5619825557895145E-4 4.5619825557895145E-4 6.518185377923656E-4 0.8652882658824002 0.9490931751440973 0.8652882658824002 0.9043938922838337 
115.00147289706044 0.07813942715910233 0.07813942715910233 0.03614932847960062 0.08787802724042659 1.0 1.8958135922845812E-4 1.8958135922845812E-4 0.0028570576389203048 0.8499143164512527 0.9291712364084617 0.8499143164512527 0.8319917582517469 
120.00111197077133 0.14774880703743787 0.14774880703743787 0.055532204493153915 0.15013254767243334 1.0 2.666747792429825E-4 2.666747792429825E-4 0.009456896842256323 0.7265749733441382 0.8925101986937236 0.7265749733441382 0.7222838318571099 
125.00147289706044 0.15392911102621032 0.15392911102621032 0.11245194333968332 0.13173814811211806 1.0 6.664505683264111E-4 6.664505683264111E-4 0.002456690012606417 0.7159534622266294 0.7897630204610901 0.7159534622266294 0.7539478957902459 
130.00147289706044 0.21545086710864692 0.21545086710864692 0.12101524441046387 0.25818718301562504 1.0 0.0033887009662200555 0.0033887009662200555 0.02081783847714755 0.6167713070129407 0.7738957714370632 0.6167713070129407 0.551183233682379 
135.00052452660773 0.46750152358971986 0.46750152358971986 0.25350556348284636 0.5017842844490792 1.0 0.006160897278694223 0.006160897278694223 0.08162831656161029 0.2885402169658239 0.5772399370280445 0.2885402169658239 0.24821889922191603 
140.00147289706044 0.49927865172305386 0.49927865172305386 0.386540757757035 0.2410878149536287 1.0 0.0690428701652753 0.0690428701652753 0.04003183872727652 0.25197122949647094 0.39438185740660375 0.25197122949647094 0.5768670109770411 
145.00147289706044 0.49677285647735464 0.49677285647735464 0.3049312574295737 0.08500438497301581 1.0 0.17202673232341098 0.17202673232341098 0.06840399444937846 0.25572388460120926 0.5030768583325417 0.25572388460120926 0.8372853343369325 
150.00147289706044 0.4967729161266323 0.4967729161266323 0.23394627016493164 0.27028492715951014 1.0 0.054238938130784065 0.054238938130784065 0.030060347594103094 0.25572376541194414 0.6147700804305215 0.25572376541194414 0.5331172282563632 
155.00147289706044 0.4967732239143885 0.4967732239143885 0.2282867579880387 0.27640351949674197 1.0 0.0510487688060985 0.0510487688060985 0.02287311195459014 0.25572315035049575 0.6160992171131167 0.25572315035049575 0.5235918665967018 
160.00147289706044 0.496773889106915 0.496773889106915 0.2532812707708665 0.25245091941911657 1.0 0.06301661391353917 0.06301661391353917 0.018185700909275484 0.25572182122329873 0.574278406080169 0.25572182122329873 0.5594271298972218 
165.0009535099328 0.4967741381980019 0.4967741381980019 0.27248311500931693 0.12073094031422045 1.0 0.14389354234902393 0.14389354234902393 0.03474014807457382 0.2557213236607267 0.5409922434964296 0.2557213236607267 0.7731140793207149 
170.00147289706044 0.4967741444579563 0.4967741444579563 0.2093846312255798 0.08263768351949217 1.0 0.17399405791672212 0.17399405791672212 0.027618033363633485 0.25572131132410786 0.6366259059531363 0.25572131132410786 0.8415536196984834 
175.0012292422781 0.4971585881047044 0.4971585881047044 0.16802976653367407 0.4458972730348188 1.0 0.008720640241645684 0.008720640241645684 0.09008007024541537 0.2553421565958072 0.7018135506094272 0.2553421565958072 0.3113251180936026 
180.0003994469968 0.6397900470396884 0.6397900470396884 0.2728812827664114 0.5344209943697279 1.0 0.01797949442054836 0.01797949442054836 0.11127117898386962 0.13662806737165328 0.571569787189743 0.13662806737165328 0.21676381048367294 
185.00147289706044 0.6596410018609262 0.6596410018609262 0.4017963315414326 0.39974594973889677 1.0 0.07192303820059573 0.07192303820059573 0.04993366356080919 0.12022184769731727 0.4077770884525606 0.12022184769731727 0.36030492485485904 
190.00147289706044 0.6596419016418648 0.6596419016418648 0.4025551534794675 0.26541157130244436 1.0 0.16070444055720975 0.16070444055720975 0.046219163244371766 0.12022005059747194 0.3827817410695489 0.12022005059747194 0.5410179399049835 
195.00113377797604 0.6596370844400166 0.6596370844400166 0.3479309685141195 0.6274184341317287 1.0 0.005420804095979361 0.005420804095979361 0.09751044615855434 0.120229676956784 0.4445912245441343 0.120229676956784 0.13881702322485298 
200.00147289706044 0.6596375010066381 0.6596375010066381 0.41358683456858314 0.3975924253267842 1.0 0.08707601677347047 0.08707601677347047 0.033965231441859235 0.1202288453097822 0.3646788859189268 0.1202288453097822 0.3754411656776387 
205.00147289706044 0.6596379029784907 0.6596379029784907 0.45027058843774315 0.34709605071818544 1.0 0.10213770662011176 0.10213770662011176 0.02752734032436968 0.12022804294165519 0.3192133377781606 0.12022804294165519 0.42652923782392904 
210.00086770495483 0.6596382018366597 0.6596382018366597 0.41472074381165075 0.11183981949437954 1.0 0.3046592172218592 0.3046592172218592 0.10476405232174231 0.12022744631170246 0.3553992857936062 0.12022744631170246 0.7889018431333237 
215.00147289706044 0.6629607338820835 0.6629607338820835 0.34746996300605365 0.12851645646449403 1.0 0.28783730169606 0.28783730169606 0.07164451831917877 0.11580208293695426 0.44949932947165494 0.11580208293695426 0.759483566653202 
