#####################################################################
# Alchemist log file - simulation started at: 2018-04-26T10:58+0000 #
#####################################################################
# random = 4.0
#
# The columns have the following meaning: 
# time n_procs_run[Sum] n_procs_run[Mean] msg_sent_spawn[Sum] msg_received_spawn[Sum] cumulative_time_spawn[Sum] bandwidth_spawn[Sum] bandwidth_spawn[Mean] n_active_msgs[Sum] n_active_msgs[Mean] msg_sent_nospawn[Sum] msg_received_nospawn[Sum] cumulative_time_nospawn[Sum] n_rounds_nospawn[Sum] n_rounds_nospawn[Mean] bandwidth_nospawn[Sum] bandwidth_nospawn[Mean] 
0.0 NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0001458276534332 35.0 0.03499999999999997 1.0 0.0 0.0 0.0 0.0 1.0 9.999999999999992E-4 1.0 0.0 0.0 1132.0 1.1320000000000001 33.0 0.032999999999999904 
2.0003082904269256 137.0 0.13699999999999982 2.0 0.0 0.0 0.0 0.0 44.0 0.044000000000000004 2.0 0.0 0.0 2136.0 2.136 3692.0 3.6919999999999944 
3.0022515251510904 288.0 0.2879999999999998 4.0 0.0 0.0 0.0 0.0 266.0 0.26600000000000007 4.0 0.0 0.0 3161.0 3.161 26753.0 26.753000000000018 
4.00211602014655 416.0 0.4159999999999997 5.0 0.0 0.0 3.0 0.0029999999999999983 729.0 0.7290000000000004 5.0 0.0 0.0 4221.0 4.221 92382.0 92.38199999999996 
5.000794160354626 584.0 0.5840000000000002 8.0 2.0 0.2280310087330264 12.0 0.012000000000000005 1552.0 1.5520000000000003 8.0 0.0 0.0 5261.0 5.261 232880.0 232.8799999999999 
6.000223964976877 1141.0 1.141000000000001 9.0 2.0 0.2280310087330264 52.0 0.05199999999999999 2539.0 2.5389999999999997 9.0 2.0 2.344876344075664 6301.0 6.301 458037.0 458.03699999999986 
7.000065142497574 1660.0 1.6600000000000013 10.0 3.0 3.0603058784086516 156.0 0.156 3861.0 3.861 10.0 5.0 15.903681938321713 7366.0 7.366 809517.0 809.5170000000002 
8.001034865256733 2010.0 2.010000000000001 11.0 3.0 3.0603058784086516 275.0 0.27500000000000074 5100.0 5.099999999999999 11.0 5.0 15.903681938321713 8410.0 8.41 1257847.0 1257.8469999999993 
9.000301191482976 2377.0 2.3769999999999993 12.0 5.0 5.879763922310522 395.0 0.3949999999999991 5934.0 5.934 12.0 8.0 31.551847034584938 9466.0 9.466 1770375.0 1770.375 
10.000138268130023 2659.0 2.6589999999999985 12.0 6.0 8.312268680872982 529.0 0.528999999999999 6374.0 6.3740000000000006 12.0 9.0 33.9843517931474 10500.0 10.5 2296155.0 2296.1550000000007 
11.000345503072253 2723.0 2.7230000000000008 13.0 7.0 13.41294888971194 664.0 0.663999999999999 6369.0 6.369 13.0 11.0 46.25779746045213 11591.0 11.591 2834173.0 2834.1730000000002 
12.00155842600304 3014.0 3.0140000000000002 13.0 7.0 13.41294888971194 843.0 0.8429999999999983 6077.0 6.077000000000001 13.0 12.0 49.45114487127608 12653.0 12.653 3333772.0 3333.772 
13.000231915160938 3033.0 3.032999999999999 13.0 7.0 13.41294888971194 1028.0 1.027999999999999 5112.0 5.111999999999999 13.0 12.0 49.45114487127608 13696.0 13.696 3744283.0 3744.2829999999994 
14.000757703942433 3252.0 3.2520000000000007 15.0 9.0 28.752004101880424 1233.0 1.232999999999998 4198.0 4.198 15.0 12.0 49.45114487127608 14752.0 14.751999999999999 4080424.0 4080.424000000001 
15.001005066775749 3668.0 3.667999999999998 16.0 10.0 37.90898849573358 1514.0 1.5139999999999956 3374.0 3.3739999999999997 16.0 13.0 52.94655913252604 15802.0 15.802 4348227.0 4348.227000000001 
16.00026484551975 3760.0 3.7599999999999985 17.0 11.0 40.06345900767915 1793.0 1.792999999999996 2965.0 2.965 17.0 14.0 55.1010296444716 16841.0 16.841 4588488.0 4588.488000000001 
17.001205146359364 4213.0 4.213000000000003 22.0 11.0 40.06345900767915 2064.0 2.0640000000000036 2708.0 2.708 22.0 14.0 55.1010296444716 17905.0 17.905 4818094.0 4818.094000000001 
18.000299838454502 5084.0 5.083999999999998 25.0 13.0 56.16597801559671 2331.0 2.3310000000000035 2894.0 2.894 25.0 14.0 55.1010296444716 18948.0 18.948 5055032.0 5055.032000000001 
19.00012501070103 5891.0 5.891 25.0 17.0 64.86840374029904 2709.0 2.7089999999999974 3912.0 3.9120000000000004 25.0 14.0 55.1010296444716 19994.0 19.994 5386776.0 5386.776000000002 
20.000426002059847 6588.0 6.588000000000004 26.0 18.0 68.61949854277641 3170.0 3.17 5560.0 5.56 26.0 18.0 67.90753596173347 21059.0 21.059 5874003.0 5874.0030000000015 
21.00164906104858 6792.0 6.791999999999998 26.0 21.0 82.02772280442994 3631.0 3.6310000000000118 7117.0 7.117000000000001 26.0 22.0 87.91003646609154 22141.0 22.141 6510076.0 6510.075999999999 
22.00017339434775 6950.0 6.950000000000001 27.0 22.0 87.67702809949623 4054.0 4.05400000000001 7792.0 7.792 27.0 23.0 91.9192406747324 23176.0 23.176 7160218.0 7160.218000000001 
23.000345425945593 6759.0 6.758999999999997 27.0 23.0 92.79764104001616 4474.0 4.474000000000004 7550.0 7.55 27.0 25.0 103.02949850409456 24227.0 24.227 7784552.0 7784.552000000002 
