#####################################################################
# Alchemist log file - simulation started at: 2018-04-25T20:14+0000 #
#####################################################################
# random = 54.0
#
# The columns have the following meaning: 
# time n_procs_run[Sum] n_procs_run[Mean] msg_sent_spawn[Sum] msg_received_spawn[Sum] cumulative_time_spawn[Sum] bandwidth_spawn[Sum] bandwidth_spawn[Mean] n_active_msgs[Sum] n_active_msgs[Mean] msg_sent_nospawn[Sum] msg_received_nospawn[Sum] cumulative_time_nospawn[Sum] n_rounds_nospawn[Sum] n_rounds_nospawn[Mean] bandwidth_nospawn[Sum] bandwidth_nospawn[Mean] 
0.0 NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0000704113755035 97.0 0.09699999999999982 2.0 0.0 0.0 0.0 0.0 27.0 0.026999999999999958 2.0 0.0 0.0 1109.0 1.109 1690.0 1.6900000000000015 
2.0010373091927613 127.0 0.12700000000000006 2.0 0.0 0.0 0.0 0.0 225.0 0.2250000000000002 2.0 0.0 0.0 2122.0 2.122 22066.0 22.06599999999998 
3.001257035663383 127.0 0.12700000000000006 2.0 0.0 0.0 0.0 0.0 657.0 0.657 2.0 1.0 1.8587164404132643 3157.0 3.157 88708.0 88.70799999999996 
4.000096855315219 173.0 0.17299999999999996 3.0 0.0 0.0 0.0 0.0 895.0 0.8950000000000002 3.0 2.0 5.117206931651223 4209.0 4.209 195813.0 195.81299999999993 
5.0009961782332795 298.0 0.29799999999999993 4.0 0.0 0.0 1.0 9.999999999999992E-4 977.0 0.9769999999999999 4.0 2.0 5.117206931651223 5263.0 5.263000000000001 328054.0 328.0539999999999 
6.000186725055504 394.0 0.3939999999999999 4.0 0.0 0.0 6.0 0.006000000000000046 1090.0 1.09 4.0 2.0 5.117206931651223 6331.0 6.3309999999999995 491827.0 491.8269999999999 
7.000157409111241 657.0 0.657 5.0 1.0 0.7221052493004327 21.0 0.021000000000000046 1173.0 1.1729999999999994 5.0 2.0 5.117206931651223 7385.0 7.385000000000001 667962.0 667.962 
8.001592073829887 911.0 0.9110000000000001 5.0 1.0 0.7221052493004327 52.0 0.05200000000000003 1445.0 1.4449999999999998 5.0 2.0 5.117206931651223 8418.0 8.418 868730.0 868.73 
9.000861351191672 1056.0 1.0559999999999996 6.0 1.0 0.7221052493004327 93.0 0.09300000000000003 2032.0 2.032 6.0 4.0 12.624829083505308 9475.0 9.475 1107938.0 1107.938 
10.00022527534763 1179.0 1.179 6.0 1.0 0.7221052493004327 148.0 0.14800000000000021 2494.0 2.494 6.0 4.0 12.624829083505308 10527.0 10.527 1396408.0 1396.4080000000001 
11.001137779716512 1528.0 1.528 7.0 2.0 10.762276187102998 216.0 0.21599999999999975 2480.0 2.4799999999999995 7.0 5.0 18.926209574185382 11588.0 11.588 1708945.0 1708.9450000000002 
12.001225660496244 1966.0 1.9659999999999995 8.0 4.0 15.565991076294962 343.0 0.3429999999999995 2283.0 2.283 8.0 6.0 22.339689234122933 12631.0 12.631 2020114.0 2020.1140000000003 
13.00048304980962 2249.0 2.249 8.0 4.0 15.565991076294962 494.0 0.4940000000000002 2299.0 2.2990000000000004 8.0 6.0 22.339689234122933 13693.0 13.693000000000001 2334481.0 2334.481 
14.000120045913945 2524.0 2.5239999999999996 8.0 4.0 15.565991076294962 664.0 0.663999999999999 2303.0 2.303 8.0 7.0 25.615840775967563 14744.0 14.744 2651681.0 2651.6809999999996 
15.000175732652762 2864.0 2.864 10.0 5.0 29.31770194557425 820.0 0.820000000000001 2067.0 2.067 10.0 7.0 25.615840775967563 15795.0 15.794999999999998 2960188.0 2960.188 
16.001685539881855 3093.0 3.0929999999999986 10.0 6.0 33.028568243193014 986.0 0.9859999999999993 1983.0 1.9829999999999997 10.0 8.0 29.32670707358633 16867.0 16.866999999999997 3262403.0 3262.403 
17.001650876494974 3266.0 3.266000000000001 13.0 7.0 46.4254038827767 1153.0 1.1529999999999987 2166.0 2.166 13.0 8.0 29.32670707358633 17908.0 17.908 3565987.0 3565.9869999999996 
18.00020527478537 3493.0 3.493 15.0 8.0 46.72696664589247 1323.0 1.3230000000000017 2589.0 2.589 15.0 8.0 29.32670707358633 18984.0 18.983999999999998 3932519.0 3932.519 
19.000189467759675 4023.0 4.0230000000000015 17.0 12.0 57.03477038942611 1483.0 1.4829999999999992 3185.0 3.185 17.0 11.0 36.338910825351434 20028.0 20.028000000000002 4363070.0 4363.07 
20.00131129131821 4517.0 4.517 17.0 13.0 59.270027130252096 1707.0 1.7070000000000018 4042.0 4.041999999999999 17.0 14.0 43.199375908357425 21066.0 21.066 4887759.0 4887.759 
21.000638614891024 4812.0 4.812000000000001 19.0 15.0 67.2276635072906 1963.0 1.9630000000000016 5107.0 5.107 19.0 15.0 48.27579121328229 22140.0 22.14 5509695.0 5509.695 
22.000218349946618 5111.0 5.111 20.0 15.0 67.2276635072906 2233.0 2.232999999999999 5928.0 5.928 20.0 16.0 51.23409419678529 23207.0 23.207000000000004 6209503.0 6209.503 
23.000555584050648 5211.0 5.211 21.0 17.0 72.36802358080259 2488.0 2.4880000000000004 6089.0 6.089 21.0 18.0 59.95610131007062 24280.0 24.28 7007670.0 7007.670000000001 
24.001279923840006 5146.0 5.145999999999999 23.0 18.0 75.45447869108635 2736.0 2.7360000000000015 5610.0 5.61 23.0 19.0 62.411405373550295 25313.0 25.313 7839077.0 7839.076999999999 
25.000064341858863 5280.0 5.279999999999999 24.0 21.0 81.43093471818472 3020.0 3.0199999999999982 5027.0 5.027 24.0 21.0 67.90321249498443 26365.0 26.365000000000002 8661297.0 8661.297 
26.000756815042838 5343.0 5.342999999999999 25.0 21.0 81.43093471818472 3318.0 3.3179999999999987 4783.0 4.7829999999999995 25.0 22.0 70.10955285150222 27438.0 27.438 9447963.0 9447.963 
27.0003525306518 5186.0 5.185999999999999 25.0 21.0 81.43093471818472 3603.0 3.6029999999999984 4699.0 4.699000000000001 25.0 22.0 70.10955285150222 28480.0 28.479999999999997 1.0179561E7 10179.561 
28.000071880035133 5173.0 5.172999999999999 27.0 22.0 86.18236249756404 3842.0 3.841999999999999 4411.0 4.411 27.0 22.0 70.10955285150222 29516.0 29.516000000000002 1.0880849E7 10880.849 
29.001624655744344 5496.0 5.496 29.0 24.0 90.43800362371528 4101.0 4.101000000000001 4047.0 4.047 29.0 22.0 70.10955285150222 30590.0 30.589999999999996 1.1578376E7 11578.376 
30.00017763778407 5811.0 5.810999999999999 29.0 25.0 92.2463522107488 4377.0 4.376999999999998 4234.0 4.233999999999999 29.0 24.0 81.8472143287466 31639.0 31.639000000000003 1.226704E7 12267.04 
31.000428655067655 5662.0 5.662 29.0 26.0 93.41827952753223 4642.0 4.642000000000003 4545.0 4.545 29.0 25.0 84.70736677665455 32713.0 32.713 1.2965208E7 12965.208 
32.00032542252263 5506.0 5.506 29.0 28.0 127.69533096847123 4907.0 4.907000000000002 4522.0 4.522 29.0 28.0 97.66924781667007 33760.0 33.760000000000005 1.3591986E7 13591.985999999999 
